"state_calc","year","variable","value"
"HI",2016,"knowledge_aware",0.638682049308379
"HI",2016,"risk_behavior",0.0145488364710954
"HI",2016,"talkhiv",0.011041501143984
"HI",2016,"illicit",0.0365804430308163
"HI",2016,"homeless_col",0
"HI",2016,"insur_bin",0.995604400001815
"HI",2016,"urbrur",0.833794129730071
"HI",2016,"out_gi",0.957548390471242
"HI",2016,"out_gid",0.829705549135488
"HI",2016,"out_gic",0.990026712016858
"HI",2016,"seehcp",0.851730231110863
"HI",2018,"stigma_ahs",0.206438802619601
"HI",2018,"stigma_gss",0.512710532509786
"HI",2018,"stigma_family",0.105203695067102
"HI",2018,"knowledge_aware",0.31988845926104
"HI",2018,"risk_behavior",0.184607607114108
"HI",2018,"talkhiv",0.106933807231114
"HI",2018,"illicit",0.274693193135363
"HI",2018,"homeless_col",0.0295273775640242
"HI",2018,"insur_bin",1
"HI",2018,"urbrur",0.751012859890322
"HI",2018,"out_gi",0.938000922460313
"HI",2018,"out_gid",0.91742131491599
"HI",2018,"out_gic",0.946020132966274
"HI",2018,"seehcp",0.988131408119774
"HI",2022,"stigma_ahs",0.299109488727852
"HI",2022,"stigma_gss",0.152540587092128
"HI",2022,"stigma_family",0.412907494266144
"HI",2022,"knowledge_aware",0.413968319128357
"HI",2022,"risk_behavior",0.313373300024345
"HI",2022,"talkhiv",0.137885246184872
"HI",2022,"illicit",0.437485656230905
"HI",2022,"homeless_col",0.00283348728450723
"HI",2022,"insur_bin",1
"HI",2022,"urbrur",0.804020421506197
"HI",2022,"out_gi",0.947961403274566
"HI",2022,"out_gid",0.596390156582597
"HI",2022,"out_gic",0.863887516137405
"HI",2022,"seehcp",0.766707981957899
"IA",2016,"stigma_ahs",0.313425307272659
"IA",2016,"stigma_gss",0.456975595860468
"IA",2016,"stigma_family",0.479683295940072
"IA",2016,"knowledge_aware",0.536083592573348
"IA",2016,"risk_behavior",0.105049747742389
"IA",2016,"talkhiv",0.0567061143210169
"IA",2016,"illicit",0.313783125221967
"IA",2016,"homeless_col",0.0365074415871556
"IA",2016,"insur_bin",0.86128053649389
"IA",2016,"urbrur",0.650498649215128
"IA",2016,"out_gi",0.971718630665046
"IA",2016,"out_gid",0.693005543408987
"IA",2016,"out_gic",0.725318208106413
"IA",2016,"seehcp",0.773961481613811
"IA",2018,"stigma_ahs",0.100394198485989
"IA",2018,"stigma_gss",0.382321060362531
"IA",2018,"stigma_family",0.277532054252605
"IA",2018,"knowledge_aware",0.423865163908846
"IA",2018,"risk_behavior",0.175657470238073
"IA",2018,"talkhiv",0.147818121569532
"IA",2018,"illicit",0.329413782414339
"IA",2018,"homeless_col",0.0557157340933795
"IA",2018,"insur_bin",0.972021111999716
"IA",2018,"urbrur",0.647253333990493
"IA",2018,"out_gi",0.94970059811114
"IA",2018,"out_gid",0.686255677954602
"IA",2018,"out_gic",0.693219512242551
"IA",2018,"seehcp",0.905027538827415
"IA",2020,"stigma_ahs",0.131775711568094
"IA",2020,"stigma_gss",0.416516685154795
"IA",2020,"stigma_family",0.621800384062193
"IA",2020,"knowledge_aware",0.584782136654151
"IA",2020,"risk_behavior",0.120129382859612
"IA",2020,"talkhiv",0.117666474499342
"IA",2020,"illicit",0.267473928218831
"IA",2020,"homeless_col",0.125390425206696
"IA",2020,"insur_bin",0.35890517282123
"IA",2020,"urbrur",0.731092070426652
"IA",2020,"out_gi",0.824347225149108
"IA",2020,"out_gid",0.753672674292453
"IA",2020,"out_gic",0.820611266382249
"IA",2020,"seehcp",0.936596188656489
"IA",2022,"stigma_ahs",0.2020994335672
"IA",2022,"stigma_gss",0.33694431896176
"IA",2022,"stigma_family",0.330615805775867
"IA",2022,"knowledge_aware",0.586770966042968
"IA",2022,"risk_behavior",0.184086727957603
"IA",2022,"talkhiv",0.0136743461972975
"IA",2022,"illicit",0.317481675093206
"IA",2022,"homeless_col",0.0910116753474961
"IA",2022,"insur_bin",0.937124474286011
"IA",2022,"urbrur",0.508909771006454
"IA",2022,"out_gi",0.906992461070662
"IA",2022,"out_gid",0.862295253890135
"IA",2022,"out_gic",0.778565256808092
"IA",2022,"seehcp",0.81947395605067
"IA",2024,"stigma_ahs",0.00435168984383884
"IA",2024,"stigma_gss",0.469070491689925
"IA",2024,"stigma_family",0.279201614630516
"IA",2024,"knowledge_aware",0.360823760004258
"IA",2024,"risk_behavior",0.242209723341915
"IA",2024,"talkhiv",0.130553819313335
"IA",2024,"illicit",0.278379336425
"IA",2024,"homeless_col",0.176098140700497
"IA",2024,"insur_bin",0.929209145990046
"IA",2024,"urbrur",0.446596355760478
"IA",2024,"out_gi",0.993866117833094
"IA",2024,"out_gid",0.476524474402465
"IA",2024,"out_gic",0.74504731849381
"IA",2024,"seehcp",0.967812957399186
"ID",2016,"stigma_ahs",0
"ID",2016,"stigma_gss",0.315715366664358
"ID",2016,"stigma_family",0.39741175861865
"ID",2016,"knowledge_aware",0.45625425337424
"ID",2016,"risk_behavior",0.247400954041018
"ID",2016,"talkhiv",0.146656606962643
"ID",2016,"illicit",0.178405381937917
"ID",2016,"homeless_col",0.0355208763024553
"ID",2016,"insur_bin",0.852774050337253
"ID",2016,"urbrur",0.73056721430778
"ID",2016,"out_gi",0.910186384655445
"ID",2016,"out_gid",0.628335624246693
"ID",2016,"out_gic",0.796464542121174
"ID",2016,"seehcp",0.853935090470682
"ID",2018,"stigma_ahs",0.112505001249223
"ID",2018,"stigma_gss",0.286059326904423
"ID",2018,"stigma_family",0.176542349259777
"ID",2018,"knowledge_aware",0.431635592027383
"ID",2018,"risk_behavior",0.162867568510867
"ID",2018,"talkhiv",0.114700251628939
"ID",2018,"illicit",0.332777009461429
"ID",2018,"homeless_col",0.0796674142957705
"ID",2018,"insur_bin",0.881525352855585
"ID",2018,"urbrur",0.752141457493899
"ID",2018,"out_gi",0.927852814994545
"ID",2018,"out_gid",0.793106009713119
"ID",2018,"out_gic",0.800390912167283
"ID",2018,"seehcp",0.839993681952825
"ID",2022,"stigma_ahs",0.0557704401482314
"ID",2022,"stigma_gss",0.180507980363382
"ID",2022,"stigma_family",0.250587204632925
"ID",2022,"knowledge_aware",0.541870311236696
"ID",2022,"risk_behavior",0.387775600784161
"ID",2022,"talkhiv",0.119133488259899
"ID",2022,"illicit",0.239002797512219
"ID",2022,"homeless_col",0.192630252404167
"ID",2022,"insur_bin",0.985529572468156
"ID",2022,"urbrur",0.701902821858817
"ID",2022,"out_gi",0.955006866546401
"ID",2022,"out_gid",0.714082047565781
"ID",2022,"out_gic",0.76432364198821
"ID",2022,"seehcp",0.847041706023345
"IL",2016,"stigma_ahs",0.215906432760106
"IL",2016,"stigma_gss",0.464812053003312
"IL",2016,"stigma_family",0.411593209736026
"IL",2016,"knowledge_aware",0.48466931135253
"IL",2016,"risk_behavior",0.222908848388948
"IL",2016,"talkhiv",0.192935160141671
"IL",2016,"illicit",0.314536544752237
"IL",2016,"homeless_col",0.0821282418787803
"IL",2016,"insur_bin",0.88272416219424
"IL",2016,"urbrur",0.903352598473215
"IL",2016,"out_gi",0.916978323882693
"IL",2016,"out_gid",0.726287460725464
"IL",2016,"out_gic",0.746758550767145
"IL",2016,"seehcp",0.90920247948042
"IL",2018,"stigma_ahs",0.124719374374648
"IL",2018,"stigma_gss",0.381306409929254
"IL",2018,"stigma_family",0.192156910274037
"IL",2018,"knowledge_aware",0.377108676348476
"IL",2018,"risk_behavior",0.263354940748765
"IL",2018,"talkhiv",0.196018738529758
"IL",2018,"illicit",0.36039696175791
"IL",2018,"homeless_col",0.064789238933679
"IL",2018,"insur_bin",0.90583010455699
"IL",2018,"urbrur",0.922366909878308
"IL",2018,"out_gi",0.938502394889897
"IL",2018,"out_gid",0.775433304658759
"IL",2018,"out_gic",0.809362837120688
"IL",2018,"seehcp",0.905633710116548
"IL",2020,"stigma_ahs",0.083446956775298
"IL",2020,"stigma_gss",0.296298910695821
"IL",2020,"stigma_family",0.197977341637274
"IL",2020,"knowledge_aware",0.550057881242466
"IL",2020,"risk_behavior",0.300343354844455
"IL",2020,"talkhiv",0.163971480452115
"IL",2020,"illicit",0.294157375297849
"IL",2020,"homeless_col",0.0737320816917975
"IL",2020,"insur_bin",0.780816082619132
"IL",2020,"urbrur",0.885361379471701
"IL",2020,"out_gi",0.924907034793262
"IL",2020,"out_gid",0.703158462473624
"IL",2020,"out_gic",0.810504956830108
"IL",2020,"seehcp",0.913031107282738
"IL",2022,"stigma_ahs",0.0895343153761985
"IL",2022,"stigma_gss",0.371110239517638
"IL",2022,"stigma_family",0.171514641797734
"IL",2022,"knowledge_aware",0.615317934789144
"IL",2022,"risk_behavior",0.41586650017093
"IL",2022,"talkhiv",0.197781056918654
"IL",2022,"illicit",0.332243230190551
"IL",2022,"homeless_col",0.0558805679044252
"IL",2022,"insur_bin",0.901308165907754
"IL",2022,"urbrur",0.898925168891249
"IL",2022,"out_gi",0.920517169790587
"IL",2022,"out_gid",0.825567646415082
"IL",2022,"out_gic",0.818629889971064
"IL",2022,"seehcp",0.855448580937784
"IL",2024,"stigma_ahs",0.154354918147118
"IL",2024,"stigma_gss",0.379237666242026
"IL",2024,"stigma_family",0.207028633810641
"IL",2024,"knowledge_aware",0.665012137969959
"IL",2024,"risk_behavior",0.448832656650693
"IL",2024,"talkhiv",0.151944875319971
"IL",2024,"illicit",0.346413507640108
"IL",2024,"homeless_col",0.0910894756603869
"IL",2024,"insur_bin",0.926067711536748
"IL",2024,"urbrur",0.870817401386414
"IL",2024,"out_gi",0.957239272221261
"IL",2024,"out_gid",0.802938006643662
"IL",2024,"out_gic",0.770988215793645
"IL",2024,"seehcp",0.930229321399183
"IN",2016,"stigma_ahs",0.292216930276554
"IN",2016,"stigma_gss",0.67594501427662
"IN",2016,"stigma_family",0.691476735034424
"IN",2016,"knowledge_aware",0.369212272797661
"IN",2016,"risk_behavior",0.224234681261531
"IN",2016,"talkhiv",0.124328588127842
"IN",2016,"illicit",0.332636239114446
"IN",2016,"homeless_col",0.104409953322666
"IN",2016,"insur_bin",0.857158284630665
"IN",2016,"urbrur",0.837680202844631
"IN",2016,"out_gi",0.926527688412837
"IN",2016,"out_gid",0.636007633171491
"IN",2016,"out_gic",0.79001447042916
"IN",2016,"seehcp",0.864106856464432
"IN",2018,"stigma_ahs",0.131838490530253
"IN",2018,"stigma_gss",0.305426581603557
"IN",2018,"stigma_family",0.237962740328737
"IN",2018,"knowledge_aware",0.390315289204818
"IN",2018,"risk_behavior",0.169865823012568
"IN",2018,"talkhiv",0.159783260081424
"IN",2018,"illicit",0.311248152585416
"IN",2018,"homeless_col",0.0477146424735376
"IN",2018,"insur_bin",0.856464672852845
"IN",2018,"urbrur",0.796817450285409
"IN",2018,"out_gi",0.937750541585942
"IN",2018,"out_gid",0.687623985177219
"IN",2018,"out_gic",0.831190393266103
"IN",2018,"seehcp",0.880398876210211
"IN",2020,"stigma_ahs",0.0987040251307582
"IN",2020,"stigma_gss",0.352854564267384
"IN",2020,"stigma_family",0.328828605788724
"IN",2020,"knowledge_aware",0.525263702978787
"IN",2020,"risk_behavior",0.266950364814907
"IN",2020,"talkhiv",0.147285325246035
"IN",2020,"illicit",0.223831993212034
"IN",2020,"homeless_col",0.0700304221309608
"IN",2020,"insur_bin",0.701229688550222
"IN",2020,"urbrur",0.799747897016398
"IN",2020,"out_gi",0.961200580764188
"IN",2020,"out_gid",0.658272972012545
"IN",2020,"out_gic",0.766887192894069
"IN",2020,"seehcp",0.853715543082744
"IN",2022,"stigma_ahs",0.135583345428637
"IN",2022,"stigma_gss",0.414297487367197
"IN",2022,"stigma_family",0.184800708514642
"IN",2022,"knowledge_aware",0.535405579765219
"IN",2022,"risk_behavior",0.297302441929597
"IN",2022,"talkhiv",0.123743418040994
"IN",2022,"illicit",0.223156715889212
"IN",2022,"homeless_col",0.108164629691696
"IN",2022,"insur_bin",0.967973158081514
"IN",2022,"urbrur",0.871622618921593
"IN",2022,"out_gi",0.889174663024156
"IN",2022,"out_gid",0.72718859017997
"IN",2022,"out_gic",0.823806428735665
"IN",2022,"seehcp",0.84578354232791
"IN",2024,"stigma_ahs",0.127145454351979
"IN",2024,"stigma_gss",0.432484812161651
"IN",2024,"stigma_family",0.239743907460656
"IN",2024,"knowledge_aware",0.433910145102507
"IN",2024,"risk_behavior",0.408698256672484
"IN",2024,"talkhiv",0.130089097763927
"IN",2024,"illicit",0.32140989889764
"IN",2024,"homeless_col",0.201526059708675
"IN",2024,"insur_bin",0.889074449318652
"IN",2024,"urbrur",0.875657571065805
"IN",2024,"out_gi",0.853923051421605
"IN",2024,"out_gid",0.697384926402036
"IN",2024,"out_gic",0.764397543059314
"IN",2024,"seehcp",0.722572691564541
"KS",2016,"stigma_ahs",0.416566703055224
"KS",2016,"stigma_gss",0.510928098047733
"KS",2016,"stigma_family",0.327046932993541
"KS",2016,"knowledge_aware",0.473812653740899
"KS",2016,"risk_behavior",0.153912351983886
"KS",2016,"talkhiv",0.185643863294194
"KS",2016,"illicit",0.302237570946551
"KS",2016,"homeless_col",0.232973977616436
"KS",2016,"insur_bin",0.820128498489423
"KS",2016,"urbrur",0.835479238741803
"KS",2016,"out_gi",0.97465717604008
"KS",2016,"out_gid",0.687666557932668
"KS",2016,"out_gic",0.829408969526302
"KS",2016,"seehcp",0.865769105542348
"KS",2018,"stigma_ahs",0.174369764978118
"KS",2018,"stigma_gss",0.427193323841875
"KS",2018,"stigma_family",0.326101072302622
"KS",2018,"knowledge_aware",0.322772117561971
"KS",2018,"risk_behavior",0.137504287164746
"KS",2018,"talkhiv",0.123487121266178
"KS",2018,"illicit",0.24051967171132
"KS",2018,"homeless_col",0.110827198745921
"KS",2018,"insur_bin",0.869263040165724
"KS",2018,"urbrur",0.695111923070084
"KS",2018,"out_gi",0.939948869543256
"KS",2018,"out_gid",0.632750395556379
"KS",2018,"out_gic",0.706279406054928
"KS",2018,"seehcp",0.81629567037139
"KS",2020,"stigma_ahs",0.12649447269178
"KS",2020,"stigma_gss",0.442382124386559
"KS",2020,"stigma_family",0.413035822253525
"KS",2020,"knowledge_aware",0.564167061459292
"KS",2020,"risk_behavior",0.219474741423198
"KS",2020,"talkhiv",0.180346055108521
"KS",2020,"illicit",0.311327038546723
"KS",2020,"homeless_col",0.0351615891829765
"KS",2020,"insur_bin",0.694928032395512
"KS",2020,"urbrur",0.86229989437595
"KS",2020,"out_gi",0.909485949367408
"KS",2020,"out_gid",0.76146476205446
"KS",2020,"out_gic",0.857988405917588
"KS",2020,"seehcp",0.898230039022335
"KS",2022,"stigma_ahs",0.0534903717827165
"KS",2022,"stigma_gss",0.331938050132973
"KS",2022,"stigma_family",0.353982031925942
"KS",2022,"knowledge_aware",0.341586993637388
"KS",2022,"risk_behavior",0.189558432460542
"KS",2022,"talkhiv",0.0556298825646899
"KS",2022,"illicit",0.230613538178264
"KS",2022,"homeless_col",0.0847832984590036
"KS",2022,"insur_bin",0.770474521726418
"KS",2022,"urbrur",0.853452888107148
"KS",2022,"out_gi",0.817450359642408
"KS",2022,"out_gid",0.591506717641429
"KS",2022,"out_gic",0.737400958143216
"KS",2022,"seehcp",0.868438918824483
"KS",2024,"stigma_ahs",0.166785395272654
"KS",2024,"stigma_gss",0.657288112639445
"KS",2024,"stigma_family",0.312293455862401
"KS",2024,"knowledge_aware",0.659696293112505
"KS",2024,"risk_behavior",0.376999879710896
"KS",2024,"talkhiv",0.186480095644153
"KS",2024,"illicit",0.587338351576675
"KS",2024,"homeless_col",0.0828745867334997
"KS",2024,"insur_bin",0.9171254132665
"KS",2024,"urbrur",0.822710873847646
"KS",2024,"out_gi",0.94268441962708
"KS",2024,"out_gid",0.754376873296114
"KS",2024,"out_gic",0.851700849798764
"KS",2024,"seehcp",0.906318535239498
"KY",2016,"stigma_ahs",0.335393681641434
"KY",2016,"stigma_gss",0.469005072203125
"KY",2016,"stigma_family",0.471264242081762
"KY",2016,"knowledge_aware",0.558029476769812
"KY",2016,"risk_behavior",0.287192298076677
"KY",2016,"talkhiv",0.179019299208751
"KY",2016,"illicit",0.25503761908943
"KY",2016,"homeless_col",0.011528835931848
"KY",2016,"insur_bin",0.903312864731175
"KY",2016,"urbrur",0.725985680728397
"KY",2016,"out_gi",0.912724526752292
"KY",2016,"out_gid",0.782883252641863
"KY",2016,"out_gic",0.808065609441285
"KY",2016,"seehcp",0.936616153502718
"KY",2018,"stigma_ahs",0.113926948887022
"KY",2018,"stigma_gss",0.379914001397543
"KY",2018,"stigma_family",0.377950472186515
"KY",2018,"knowledge_aware",0.279810674657899
"KY",2018,"risk_behavior",0.221381434655214
"KY",2018,"talkhiv",0.120809990179348
"KY",2018,"illicit",0.343703560258044
"KY",2018,"homeless_col",0.0421061057867357
"KY",2018,"insur_bin",0.871136359061876
"KY",2018,"urbrur",0.731203794170789
"KY",2018,"out_gi",0.95095168061527
"KY",2018,"out_gid",0.704528673158628
"KY",2018,"out_gic",0.800780704266172
"KY",2018,"seehcp",0.862200803421459
"KY",2020,"stigma_ahs",0.0926768487802243
"KY",2020,"stigma_gss",0.473067647325759
"KY",2020,"stigma_family",0.29130738820784
"KY",2020,"knowledge_aware",0.458916437269714
"KY",2020,"risk_behavior",0.20907941869309
"KY",2020,"talkhiv",0.0785603556179453
"KY",2020,"illicit",0.265308828132299
"KY",2020,"homeless_col",0.031978980274906
"KY",2020,"insur_bin",0.752464745049763
"KY",2020,"urbrur",0.76911941267482
"KY",2020,"out_gi",0.880212125013933
"KY",2020,"out_gid",0.577440998178336
"KY",2020,"out_gic",0.81226582077926
"KY",2020,"seehcp",0.929538976421362
"KY",2022,"stigma_ahs",0.0578721751589057
"KY",2022,"stigma_gss",0.290257365626523
"KY",2022,"stigma_family",0.403341272730386
"KY",2022,"knowledge_aware",0.605787708624579
"KY",2022,"risk_behavior",0.266634185454886
"KY",2022,"talkhiv",0.128920237639372
"KY",2022,"illicit",0.307736062364751
"KY",2022,"homeless_col",0.0812300792136646
"KY",2022,"insur_bin",0.983177459091981
"KY",2022,"urbrur",0.665669105303106
"KY",2022,"out_gi",0.977947670198909
"KY",2022,"out_gid",0.6913475885551
"KY",2022,"out_gic",0.829808074173618
"KY",2022,"seehcp",0.798075900837173
"KY",2024,"stigma_ahs",0.172374837132222
"KY",2024,"stigma_gss",0.422967314059534
"KY",2024,"stigma_family",0.218396173730725
"KY",2024,"knowledge_aware",0.531843150007006
"KY",2024,"risk_behavior",0.425331163396236
"KY",2024,"talkhiv",0.0815495871163411
"KY",2024,"illicit",0.437467595612947
"KY",2024,"homeless_col",0.206694941903596
"KY",2024,"insur_bin",0.992350657190355
"KY",2024,"urbrur",0.759393100556496
"KY",2024,"out_gi",0.912194682616824
"KY",2024,"out_gid",0.805733043594425
"KY",2024,"out_gic",0.787349699620584
"KY",2024,"seehcp",0.810448465379939
"LA",2016,"stigma_ahs",0.324040621983938
"LA",2016,"stigma_gss",0.588415101220376
"LA",2016,"stigma_family",0.47117706826135
"LA",2016,"knowledge_aware",0.523364847209266
"LA",2016,"risk_behavior",0.141295181905642
"LA",2016,"talkhiv",0.186151435431928
"LA",2016,"illicit",0.240191318866128
"LA",2016,"homeless_col",0.158335674668766
"LA",2016,"insur_bin",0.652385889528566
"LA",2016,"urbrur",0.821272930820787
"LA",2016,"out_gi",0.973340479284826
"LA",2016,"out_gid",0.69854762342126
"LA",2016,"out_gic",0.779430149766864
"LA",2016,"seehcp",0.90487989322903
"LA",2018,"stigma_ahs",0.0797794314864984
"LA",2018,"stigma_gss",0.334088764631653
"LA",2018,"stigma_family",0.155542569874764
"LA",2018,"knowledge_aware",0.268712959425004
"LA",2018,"risk_behavior",0.331559805601017
"LA",2018,"talkhiv",0.204268404157024
"LA",2018,"illicit",0.321015409057464
"LA",2018,"homeless_col",0.0922412272871364
"LA",2018,"insur_bin",0.81409988477398
"LA",2018,"urbrur",0.892336866322028
"LA",2018,"out_gi",0.907758852885549
"LA",2018,"out_gid",0.73354407159399
"LA",2018,"out_gic",0.920342805418918
"LA",2018,"seehcp",0.909117100537048
"LA",2020,"stigma_ahs",0.055171277785809
"LA",2020,"stigma_gss",0.23428830130212
"LA",2020,"stigma_family",0.136186514205071
"LA",2020,"knowledge_aware",0.565452353218677
"LA",2020,"risk_behavior",0.205547425199882
"LA",2020,"talkhiv",0.327690327928184
"LA",2020,"illicit",0.36694444869706
"LA",2020,"homeless_col",0.0825019824766985
"LA",2020,"insur_bin",0.778294798827138
"LA",2020,"urbrur",0.921035049346734
"LA",2020,"out_gi",0.948706558556642
"LA",2020,"out_gid",0.723010828573732
"LA",2020,"out_gic",0.760081374428143
"LA",2020,"seehcp",0.868783841585402
"LA",2022,"stigma_ahs",0.0734498076867969
"LA",2022,"stigma_gss",0.36364288705378
"LA",2022,"stigma_family",0.228266002720172
"LA",2022,"knowledge_aware",0.571627110098521
"LA",2022,"risk_behavior",0.320536147455894
"LA",2022,"talkhiv",0.204892361392153
"LA",2022,"illicit",0.303078151896694
"LA",2022,"homeless_col",0.17907873733675
"LA",2022,"insur_bin",0.915313305462396
"LA",2022,"urbrur",0.922291236232654
"LA",2022,"out_gi",0.957826223137508
"LA",2022,"out_gid",0.799450098886387
"LA",2022,"out_gic",0.849141409575304
"LA",2022,"seehcp",0.874959232578532
"LA",2024,"stigma_ahs",0.0984487660189859
"LA",2024,"stigma_gss",0.473406340710028
"LA",2024,"stigma_family",0.0851478807712101
"LA",2024,"knowledge_aware",0.495699355065772
"LA",2024,"risk_behavior",0.33668860670268
"LA",2024,"talkhiv",0
"LA",2024,"illicit",0.338139166019372
"LA",2024,"homeless_col",0.212498203889915
"LA",2024,"insur_bin",0.953011950384373
"LA",2024,"urbrur",0.863447549466991
"LA",2024,"out_gi",0.867717465939748
"LA",2024,"out_gid",0.821156643679919
"LA",2024,"out_gic",0.853472630942025
"LA",2024,"seehcp",0.793981273983773
"MA",2016,"stigma_ahs",0.205223288557182
"MA",2016,"stigma_gss",0.549634247252051
"MA",2016,"stigma_family",0.502616024696385
"MA",2016,"knowledge_aware",0.625284068691099
"MA",2016,"risk_behavior",0.175401023524068
"MA",2016,"talkhiv",0.124594820039536
"MA",2016,"illicit",0.341410236661187
"MA",2016,"homeless_col",0.0620944201152415
"MA",2016,"insur_bin",0.934498310566781
"MA",2016,"urbrur",0.991143156352787
"MA",2016,"out_gi",0.919016717531441
"MA",2016,"out_gid",0.792595573948347
"MA",2016,"out_gic",0.800913318130493
"MA",2016,"seehcp",0.931747231735285
"MA",2018,"stigma_ahs",0.0682914815929874
"MA",2018,"stigma_gss",0.344169223003094
"MA",2018,"stigma_family",0.175935831119332
"MA",2018,"knowledge_aware",0.394777578889137
"MA",2018,"risk_behavior",0.229647798878293
"MA",2018,"talkhiv",0.144472363842386
"MA",2018,"illicit",0.411306619113318
"MA",2018,"homeless_col",0.073506394483135
"MA",2018,"insur_bin",0.936376925233497
"MA",2018,"urbrur",0.994493427755617
"MA",2018,"out_gi",0.913522166292535
"MA",2018,"out_gid",0.791346865398593
"MA",2018,"out_gic",0.794972667540978
"MA",2018,"seehcp",0.887333041466879
"MA",2020,"stigma_ahs",0.0662083249292714
"MA",2020,"stigma_gss",0.370358622656784
"MA",2020,"stigma_family",0.163896723848556
"MA",2020,"knowledge_aware",0.72150152630177
"MA",2020,"risk_behavior",0.237396222888707
"MA",2020,"talkhiv",0.117829771672403
"MA",2020,"illicit",0.309856035428435
"MA",2020,"homeless_col",0.0439428849088067
"MA",2020,"insur_bin",0.774695178577186
"MA",2020,"urbrur",0.996175558567137
"MA",2020,"out_gi",0.982250583736848
"MA",2020,"out_gid",0.777810853031338
"MA",2020,"out_gic",0.802430435871031
"MA",2020,"seehcp",0.939837030858195
"MA",2022,"stigma_ahs",0.0229817277440508
"MA",2022,"stigma_gss",0.300276537600002
"MA",2022,"stigma_family",0.235691077621023
"MA",2022,"knowledge_aware",0.66307352815749
"MA",2022,"risk_behavior",0.284400045014831
"MA",2022,"talkhiv",0.103032144234144
"MA",2022,"illicit",0.307829936071085
"MA",2022,"homeless_col",0.0502588616800421
"MA",2022,"insur_bin",0.969410540151823
"MA",2022,"urbrur",0.980850794151492
"MA",2022,"out_gi",0.90506629333834
"MA",2022,"out_gid",0.853343017784396
"MA",2022,"out_gic",0.86120434090038
"MA",2022,"seehcp",0.910981126482728
"MA",2024,"stigma_ahs",0.082978060591418
"MA",2024,"stigma_gss",0.401879708546378
"MA",2024,"stigma_family",0.0887898796832828
"MA",2024,"knowledge_aware",0.747950811749811
"MA",2024,"risk_behavior",0.367517741646719
"MA",2024,"talkhiv",0.0771711620745831
"MA",2024,"illicit",0.381452279009604
"MA",2024,"homeless_col",0.0421634187400281
"MA",2024,"insur_bin",0.982170503071196
"MA",2024,"urbrur",0.996308802124536
"MA",2024,"out_gi",0.957545146455509
"MA",2024,"out_gid",0.896858477287634
"MA",2024,"out_gic",0.81731114357266
"MA",2024,"seehcp",0.909637144536763
"MD",2016,"stigma_ahs",0.262165453035356
"MD",2016,"stigma_gss",0.51447088086948
"MD",2016,"stigma_family",0.397765681464646
"MD",2016,"knowledge_aware",0.576159727292595
"MD",2016,"risk_behavior",0.27512506023059
"MD",2016,"talkhiv",0.223930491041643
"MD",2016,"illicit",0.346406708766894
"MD",2016,"homeless_col",0.0179541586677116
"MD",2016,"insur_bin",0.904645206517873
"MD",2016,"urbrur",0.973421303899641
"MD",2016,"out_gi",0.936113081453617
"MD",2016,"out_gid",0.790556092244752
"MD",2016,"out_gic",0.743073125082099
"MD",2016,"seehcp",0.920203384198375
"MD",2018,"stigma_ahs",0.12492040286781
"MD",2018,"stigma_gss",0.309663641523757
"MD",2018,"stigma_family",0.201512071291251
"MD",2018,"knowledge_aware",0.395189020797801
"MD",2018,"risk_behavior",0.191194487019887
"MD",2018,"talkhiv",0.162460931388751
"MD",2018,"illicit",0.349445987752631
"MD",2018,"homeless_col",0.0853281432129712
"MD",2018,"insur_bin",0.950483388674357
"MD",2018,"urbrur",0.994242170098485
"MD",2018,"out_gi",0.929043080265593
"MD",2018,"out_gid",0.800716727456016
"MD",2018,"out_gic",0.823381146489097
"MD",2018,"seehcp",0.904052759305179
"MD",2020,"stigma_ahs",0.0834388728406081
"MD",2020,"stigma_gss",0.361049235579911
"MD",2020,"stigma_family",0.208213112119509
"MD",2020,"knowledge_aware",0.58985306408854
"MD",2020,"risk_behavior",0.26326103438585
"MD",2020,"talkhiv",0.190580973280671
"MD",2020,"illicit",0.216098010173363
"MD",2020,"homeless_col",0.121567253966806
"MD",2020,"insur_bin",0.763643974891645
"MD",2020,"urbrur",0.977350692813121
"MD",2020,"out_gi",0.936515607750014
"MD",2020,"out_gid",0.772072599670617
"MD",2020,"out_gic",0.815920718553848
"MD",2020,"seehcp",0.855252583119339
"MD",2022,"stigma_ahs",0.0859158195132233
"MD",2022,"stigma_gss",0.418971016025374
"MD",2022,"stigma_family",0.175093477198104
"MD",2022,"knowledge_aware",0.607888856965061
"MD",2022,"risk_behavior",0.399848314805989
"MD",2022,"talkhiv",0.114330830356799
"MD",2022,"illicit",0.245056375413381
"MD",2022,"homeless_col",0.104978848641552
"MD",2022,"insur_bin",0.94191690771183
"MD",2022,"urbrur",0.986542090400001
"MD",2022,"out_gi",0.926856291499965
"MD",2022,"out_gid",0.75664433729347
"MD",2022,"out_gic",0.783570832058763
"MD",2022,"seehcp",0.85143323961382
"MD",2024,"stigma_ahs",0.0830365380811011
"MD",2024,"stigma_gss",0.318030328235387
"MD",2024,"stigma_family",0.20783676858289
"MD",2024,"knowledge_aware",0.687066365046984
"MD",2024,"risk_behavior",0.454069851414242
"MD",2024,"talkhiv",0.260581543075995
"MD",2024,"illicit",0.336621122486717
"MD",2024,"homeless_col",0.201187368484896
"MD",2024,"insur_bin",0.937831566393097
